"County","Market Name","Market Location","Address Line 1","City","State","Zip","Contact","Phone","Market Link","Operation Hours","Operation Season","Operating Months","FMNP","SNAP","FCC Issued","FCC Accepted","WIC VF","Latitude","Longitude","Georeference_1"
"Erie","Providence Farm Collective Farmers' Market","130 Grant St Buffalo","130 Grant Street","Buffalo","NY","14218","Loc Tran","7164739338","http://providencefarmcollective.org/farmersmarket/","Sat 10am-3pm","June 27-October 24","M","Y","Y","N","Y","N","42.91746","-78.89072","POINT (-78.89072 42.91746)"
"Erie","Urbanowicz Acres Farm Stand","1417 Eden Evans Ctr Rd","1417 Eden Evans Ctr Rd","Angola","NY","14006","Elaine Urbanowicz","7169843453","http://www.urbanowiczacres.com","Daily 11am-5pm","Year-round","YR","Y","N","N","Y","N","42.65224","-79.00035","POINT (-79.00035 42.65224)"
"Erie","West Shore Farmers' Market","Russell Park 11 Church St Akron","11 Church St","Akron","NY","14001","Julie Kowalski","7164245829",,"Thu 5pm-8pm","June 4-September 10","M","Y","N","N","Y","Y","43.02066","-78.499","POINT (-78.499 43.02066)"
"Essex","Daughters 5 Farm Stand","67 Wilson Ross Rd Crown Point","2615 Route 19","Crown Point","NY","12928","Robert Burroughs","5183542665",,"Daily 9am-5pm","July 10-October 10","M","Y","N","N","Y","N","43.95838","-73.43036","POINT (-73.43036 43.95838)"
"Essex","Drinkwine Produce Farm Stand","NYS Routes 9N & 22 Ticonderoga","Route 9N and 22 Street Road","Ticonderoga","NY","12883","Henry Drinkwine","5185856346",,"Daily 10am-5pm","July 20-October 31","M","Y","N","N","Y","N","43.88032","-73.44955","POINT (-73.44955 43.88032)"
"Essex","Elizabethtown Farmers' Market","7590 Court St, Behind Adirondack Center Museum","7590 Court St","Elizabethtown","NY","12932","Gina Agoney","5185785183","http://www.adirondackfarmersmarket.com","Fri 10am-2pm","June 12-August 28","M","Y","N","N","Y","N","44.21552","-73.59168","POINT (-73.59168 44.21552)"
"Essex","Keene Farmers' Market","Marcy Airfield Route 73","2253 State Route 73","Keene Valley","NY","12943","Brendan Richardson","5185218873","http://www.adirondackfarmersmarket.com","Sun 9am-2pm","May 24-October 11","P/M","Y","N","N","Y","N","44.22067","-73.78561","POINT (-73.78561 44.22067)"
"Essex","Schroon Lake  Farmers' Market","Town Pavilion 69 Leland Ave","69 Leland Avenue","Schroon Lake","NY","12870","Alexis King","5859440097","http://schroonlakefarmersmarket.com","Sat 9am-1pm","June 13-September 5","M","Y","N","N","Y","N","43.83632","-73.75876","POINT (-73.75876 43.83632)"
"Essex","Ticonderoga Area Farmers' Market","Champlain Ave and McMormick St","Champlain Ave and McMormick Street","Ticonderoga","NY","12883","June Curtis","5185856619","http://www.ticonderogany.com","Sat 9am-12pm","July 11-October 10","M","Y","N","N","Y","N","43.84925","-73.42296","POINT (-73.42296 43.84925)"
"Essex","Willsboro Farmers' Market","Route 22 South of Champlain National Bank","3900 NY Rt 22","Willsboro","NY","12996","Nicole Gerding","2153418934","https://www.adirondackfarmersmarket.com/willsboro-farmers-market","Thu 9am-1pm","June 11-September 3","M","Y","N","N","Y","N","44.36971","-73.395629","POINT (-73.395629 44.36971)"
"Franklin","Akwesasne Farmers' Market","30 Margaret Terrance Memorial Way","30 Margaret Terrance Memorial Way","Akwesasne","NY","13655","John Bonaparte","5186516283",,"Sat 10am-1pm","June 13-October 10","M","Y","N","N","Y","N","44.9867","-74.6755","POINT (-74.6755 44.9867)"
"Franklin","Malone Farmers' Market","27 Airport Rd (Rte 11)","27 Airport Road","Malone","NY","12953","Vicky Rayl","9254372391","http://www.adirondackfarmersmarket.com","Wed 12pm-5pm","May 13-October 7","P/M","Y","N","N","Y","N","44.84733","-74.32773","POINT (-74.32773 44.84733)"
"Franklin","Saranac Lake Farmers' Market","Riverside Park 8 Lake Flower Ave","1482 State Route 3","Saranac Lake","NY","12983","Ashley Garwood","9196165850",,"Sat 9am-1pm","May 16-October 10","P/M","Y","Y","Y","Y","N","44.32503","-74.13178","POINT (-74.13178 44.32503)"
"Franklin","Tupper Lake Farm Stand","320 Park St Tupper Lake","320 Park St.","Tupper Lake","NY","12986","Cherie Whitten","5183595112",,"Thu-Sat 10am-6pm","June 4-November 19","M","Y","N","N","Y","N","44.22528","-74.44821","POINT (-74.44821 44.22528)"
"Fulton","Gloversville Farmers' Market","Elm Street Pavilion St. Thomas Park","9 Elm Street","Gloversville","NY","12078","Michael Tillson","5188829306","http://www.fmfma.org","Sat 8:30am-12:30pm","May 9-October 17","P/M","Y","N","N","Y","N","43.052604","-74.345796","POINT (-74.345796 43.052604)"
"Fulton","Gray's Garden & Greenhouse Farm Stand","6193 State Hwy 29 Saint Johnsville","6193 State Highway 29","Saint Johnsville","NY","13452","Stephanie Gray","5185687770","http://www.graysgardenandgreenhouse.com","Thu-Sun 10am-6pm","May 1-October 11","P/M","Y","N","N","Y","N","43.05214","-74.6389","POINT (-74.6389 43.05214)"
"Fulton","Johnstown Farmers' Market","Briggs St Rec Center, Briggs St & Route 30A","Briggs Street and Route 30 A","Johnstown","NY","12095","Michael Tillson","5188829306","http://www.fmfma.org","Tue 2pm-5pm","June 23-October 13","M","Y","N","N","Y","N","43.0135","-74.36079","POINT (-74.36079 43.0135)"
"Genesee","Bergen Harvest Farmers' Market","Hickory Park 1 Hickory Way","1 Hickory Way","Bergen","NY","14416","Rene' Vurraro","5854941513",,"Tue 3pm-6pm","July 7-September 29","M","Y","N","N","Y","N","43.08901","-77.97048","POINT (-77.97048 43.08901)"
"Genesee","Corfu Farmers Market","63 Alleghany Rd","63 Alleghany Road","Corfu","NY","14036","Paula Trapani","7164231907",,"Mon 4pm-7pm","July 6-September 21","M","Y","N","N","Y","Y","42.96113","-78.40565","POINT (-78.40565 42.96113)"
"Genesee","Fenton's Produce Farm Stand","3646 W Main St Rd Batavia","3646 West Main Street Road","Batavia","NY","14020","Gail Fenton","5853562357",,"Daily 9am-6pm","May 1-December 1","P/M/X","Y","N","N","Y","N","43.00633","-78.23992","POINT (-78.23992 43.00633)"
"Genesee","Genesee Country Friday Farmers' Market","School St & Jackson St Batavia","School Street and Jackson Street","Batavia","NY","14020","Rebecca Grela","7168703828",,"Fri 8am-4pm","June 5-October 30","M","Y","N","N","Y","N","42.99905","-78.18151","POINT (-78.18151 42.99905)"
"Genesee","Genesee Country Tuesday Farmers' Market","School St & Jackson St Batavia","School Street and Jackson Street","Batavia","NY","14020","Rebecca Grela","7168703828",,"Tue 8am-4pm","June 9-October 27","M","Y","N","N","Y","N","42.99905","-78.18151","POINT (-78.18151 42.99905)"
"Genesee","J & W Farm","7971 Vallance Rd Leroy","7971 Vallance Road","LeRoy","NY","14482","Wayne Dries","5858131569",,"Sun-Fri 8am-6pm, Sat 8am-8pm","July 1-October 15","M","Y","N","N","Y","N","43.03354","-77.95373","POINT (-77.95373 43.03354)"
"Genesee","LeRoy Farmers' Market","Trigon Park E Main St","Trigon Park","Le Roy","NY","14482","Andres Manamon","5624000398","http://www.leroyfarmersmarket.wordpress.com","Sat 9am-12pm","June 6-October 3","M","Y","N","N","Y","N","42.97756","-77.98592","POINT (-77.98592 42.97756)"
"Genesee","Oatka Creek Farm Stand","8064 Oatka Trail","8064 Oatka Trail","LeRoy","NY","14482","Carolyn Fitzgerald","7168642003",,"Tue 4:30pm-6pm","May 5-October 27","P/M","Y","Y","N","Y","N","43.01482","-77.95062","POINT (-77.95062 43.01482)"
"Greene","Black Horse Farms Farm Stand","10094 Route 9W Athens","10094 Rte 9W","Athens","NY","12015","Chellie Apa","5187318776","http://www.blackhorsefarms.com","Daily 9am-6pm","Year-round","YR","Y","N","N","Y","N","42.30634","-73.85043","POINT (-73.85043 42.30634)"
"Greene","Bulich Creekside Farm Farm Stand","1682 Route 23B Leeds","1682 Route 23B","Leeds","NY","12451","Ron Bulich","5185885320",,"Daily 10am-5pm","July 1-October 31","M","Y","N","N","Y","N","42.26297","-73.92541","POINT (-73.92541 42.26297)"
"Greene","Catskill Farmers' Market","145 Water St County Lot","145 Water St","Catskill","NY","12414","Christine Ritmo","5182918779","https://www.catskillfarmersmarket.org/","Sun 10am-1pm","May 24-October 25","P/M","Y","Y","Y","Y","N","42.21975","-73.8671","POINT (-73.8671 42.21975)"
"Greene","Fromer Market Gardens Farm Stand","6120 Main St Tannersville","6120 Main Street","Tannersville","NY","12485","Samantha Metz","8622001935","http://www.fromermarketgardens.com","Sat 9am-2pm, Wed 2pm-6pm","Year-round","YR","Y","N","N","Y","N","42.19546","-74.13889","POINT (-74.13889 42.19546)"
"Greene","Stoneledge Farm Stand","145 Garcia Ln Leeds","145 Garcia Lane","Leeds","NY","12451","Candice Kavakos","5188199966","http://www.stoneledge.farm","Sat/Sun 9am-4pm","May 9-October 11","P/M","Y","N","N","Y","N","42.27878","-73.95216","POINT (-73.95216 42.27878)"
"Greene","Vernon Street Farm Farm Stand","39 2nd St Athens","39 2nd Street","Athens","NY","12015","Joshua Bary","5189450135",,"Sat 10am-1pm","May 9-November 7","P/M","Y","N","N","Y","N","42.26833","-73.80801","POINT (-73.80801 42.26833)"
"Hamilton","Speculator Farmers' Market","Speculator Ballfield 2834 Route 30","2834 State Route 30 and Elliot Ln","Speculator","NY","12164","Mary Caldwell","5185484521","http://www.speculatorchamber.com","Thu 12pm-4pm","June 18-September 3","M","Y","N","N","Y","N","43.49679","-74.36073","POINT (-74.36073 43.49679)"
"Herkimer","Dolgeville Farmers' Market","Plowe Park S Main St","Plowe Park South Main Street","Dolgeville","NY","13329","Christine Reynolds","3158684557",,"Sat 9am-1pm","May 9-October 31","P/M","Y","N","N","Y","N","43.09696","-74.77649","POINT (-74.77649 43.09696)"
"Herkimer","Hoof N Paws Farm Stand","5046 State Route 28 Newport","5046 State Route 28","Newport","NY","13416","Richard Souza","3157176101",,"Mon-Sat 9am-5pm, Sun 11am-5pm","Year-round","YR","Y","N","N","Y","N","43.15003","-74.97728","POINT (-74.97728 43.15003)"
"Herkimer","Juliano's Farm Market","2365 State Route 5 Utica","2365 State Route 5","Utica","NY","13502","Deborah E Juliano","3157238778",,"Mon-Sat 7:30am-6pm, Sun 7:30am-4pm","April 23-November 24","P/M","Y","N","N","Y","N","43.09608","-75.14626","POINT (-75.14626 43.09608)"
"Herkimer","Little Falls Farmers' & Flea Market","M&T Bank parking lot Albany St","Albany Street and 2nd Street","Little Falls","NY","13365","Mary Davis","3158662619","https://cultivateherkimer.org/farms/little-falls-farmers-market/","Sat 8am-12pm","May 9-October 31","P/M","Y","N","N","Y","N","43.04284","-74.85828","POINT (-74.85828 43.04284)"
"Herkimer","Northshire Farm Farm Stand","1067 US Highway 20 West Winfield","1067 US Highway 20","West Winfield","NY","13491","S. James Grillo","3157256226","http://www.northshirefarmstore.com","Daily 8am-8pm","Year-round","YR","Y","N","N","Y","N","42.89471","-75.14503","POINT (-75.14503 42.89471)"
"Herkimer","Old Forge Farmers' Market","Hiltebrant Recreation Center Lot, 201 North St","Crosby Blvd and Park Ave","Old Forge","NY","13420","Robin Hill","3153693353","http://livingadk.org","Fri 1pm-5pm","June 19-October 9","M","Y","N","N","Y","N","43.70893","-74.97286","POINT (-74.97286 43.70893)"
"Herkimer","West End Farm London Tower Farm Stand","100 W Main St Ilion","100 West Main Street","Ilion","NY","13357","Richard Hayes","3153683053",,"Tue 2pm-5pm","June 15-October 30","M","Y","N","N","Y","N","43.01739","-75.03885","POINT (-75.03885 43.01739)"
"Herkimer","West End Farm Mohawk Farm Stand","105 W Main St Mohawk","105 West Main Street","Mohawk","NY","13407","Richard Hayes","3153683053",,"Thu 3pm-6pm","June 18-October 29","M","Y","N","N","Y","N","43.00961","-75.0145","POINT (-75.0145 43.00961)"
"Herkimer","West End Farm NGA Farm Stand","105 Protection Ave Herkimer","105 Protection Avenue","Herkimer","NY","13350","Richard Hayes","3153683053",,"Tue 9am-12pm","June 16-October 27","M","Y","N","N","Y","N","43.0275","-74.97764","POINT (-74.97764 43.0275)"
"Herkimer","West End Farm Stand","110 West End Rd Herkimer","110 West End Rd","Herkimer","NY","13350","Richard Hayes","3153683053","http://westendfresh.com","Mon/Wed/Fri 10am-6pm","June 15-October 30","M","Y","N","N","Y","N","43.06862","-74.99038","POINT (-74.99038 43.06862)"
"Herkimer","West End Farm W Winfield Farm Stand","401 E Main St West Winfield","401 East Main Street","West Winfield","NY","13491","Richard Hayes","3153683053",,"Fri 3pm-6pm","June 15-October 30","M","Y","N","N","Y","N","42.88548","-75.19294","POINT (-75.19294 42.88548)"
"Jefferson","Bushgardens Farm Stand","10371 NYS Route 26 Carthage","10371 NYS Route 26","Carthage","NY","13619","Chris Bush","3157838642",,"Thu-Tue 6am-6pm, Wed 4pm-8pm","May 8-November 1","P/M","Y","N","N","Y","N","43.91954","-75.58686","POINT (-75.58686 43.91954)"
"Jefferson","Carthage Farmers' Market","Farmers Market Pavilion , 200 Riverside Dr","150 Riverside Drive","Carthage","NY","13619","Deborah Atkins","3154933590","http://www.carthageny.com","Fri 10am-4pm","May 22-October 9","P/M","Y","N","N","Y","N","43.97714","-75.61247","POINT (-75.61247 43.97714)"
"Jefferson","Clayton Farmers' Market","Cerow Recreation Center Lot, 615 East Line Rd","615 East Line Road","Clayton","NY","13624","Mike Hooson","3156863771","http://www.1000islands-clayton.com","Thu 10am-4pm","May 28-October 15","P/M","Y","N","N","Y","N","44.22981","-76.07713","POINT (-76.07713 44.22981)"
"Jefferson","Rustling Grass Farm","26474 Keyser Rd Evans Mills","26474 Keyser Road","Evans Mills","NY","13637","Mary Smith","3344640452",,"Mon-Sat 6am-2pm","Year-round","YR","N","N","N","Y","N","44.11048","-75.84255","POINT (-75.84255 44.11048)"
"Jefferson","T&G Farm and Garden Farm Stand","13488 County Route 155 , Adams Center","13488 County Route 155","Adams Center","NY","13606","Tyler Grandjean","3157786390",,"Thu 9am-12pm","June 1-October 31","M","Y","N","N","Y","N","43.86281","-75.96582","POINT (-75.96582 43.86281)"
"Jefferson","Watertown Farm & Craft Market","245 Washington St , State Office Building Plaza","245 Washington Street","Watertown","NY","13601","Amanda Root","3157888450","http://www.watertownfarmandcraft.com","Wed 8am-3pm","May 27-October 7","P/M","Y","N","N","Y","N","43.9726","-75.91001","POINT (-75.91001 43.9726)"
"Jefferson","Watertown Saturday Farmers' Market","JB Wise Pavilion 175 Black River Pkwy","175 Black River Parkway","Watertown","NY","13601","Jonathan Northrop","3157714395",,"Sat 9am-2pm","May 16-November 14","P/M","Y","N","N","Y","N","43.97651","-75.90988","POINT (-75.90988 43.97651)"
"Jefferson","Windswept Meadows Farm Stand","17025 Cty Rt 68 Watertown","17025 County Road 68","Watertown","NY","13601","Delta Keeney","3157881933","http://www.keeneyswindsweptmeadowsfarm.com","Daily 8am-8pm","June 28-October 30","M","Y","N","N","Y","N","43.91784","-75.87206","POINT (-75.87206 43.91784)"
"Kings","7th Ave. Sunset Park Greenmarket","7th Ave & 44th St","602 44th Street","Brooklyn","NY","11220","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket","Sat 8am-3pm","Year-round","YR","N","Y","N","Y","N","40.64693","-74.00447","POINT (-74.00447 40.64693)"
"Kings","Bartel-Pritchard Square Wed Greenmarket","Prospect Park West & 15th St","205 Prospect Park West","Brooklyn","NY","11215","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket","Wed 8am-2pm","Year-round","YR","N","Y","N","Y","N","40.66055","-73.97984","POINT (-73.97984 40.66055)"
"Kings","Bed Stuy GrowNYC Farm Stand","Decatur St & Lewis Ave","406 Decatur Street","Brooklyn","NY","11233","Meredith Clark","2127887900",,"Saturday 9am-2:30am","Year-Round","YR","N","N","N","Y","N","40.68218","-73.92683","POINT (-73.92683 40.68218)"
"Kings","Boro Park Greenmarket","14th Ave btwn 49th & 50th Sts","4910 14th Ave","Brooklyn","NY","11219","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket","Thu 8am-2pm","July 9-November 19","M","Y","Y","N","Y","N","40.63349","-73.99022","POINT (-73.99022 40.63349)"
"Kings","Brooklyn Borough Hall Sat Greenmarket","Montague St & Court St","211 Montague Street","Brooklyn","NY","11201","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket","Sat 8am-3pm","Year-round","YR","Y","Y","N","Y","N","40.69416","-73.99076","POINT (-73.99076 40.69416)"
"Kings","Brooklyn Borough Hall Tue Greenmarket","Montague St & Court St","211 Montague Street","Brooklyn","NY","11201","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket/brooklyn/boro-hall-sa","Tue 8am-3pm","Year-round","YR","Y","Y","N","Y","N","40.69416","-73.99076","POINT (-73.99076 40.69416)"
"Kings","Carroll Gardens Greenmarket","Smith St & Carroll St","330 Smith Street","Brooklyn","NY","11231","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens","Sun 8am-2pm","Year-round","YR","Y","Y","N","Y","N","40.68036","-73.99536","POINT (-73.99536 40.68036)"
"Kings","Cortelyou Greenmarket","Cortelyou Rd btwn Rugby & Argyle Rds","1305 Cortelyou Road","Brooklyn","NY","11226","Daniel Olavarria","2127887900","https://www.grownyc.org/farmstands","Sun 8am-2pm","Year-round","YR","Y","Y","N","Y","N","40.64071","-73.9659","POINT (-73.9659 40.64071)"
"Kings","Domino Park Greenmarket","River St btwn S 3rd St & S 4th St","River St btwn S 2nd & S 3rd Sts","Brooklyn","NY","11211","Daniel Olavarria","2127887900","https://www.grownyc.org","Sun 8am-3pm","June 14-November 22","M","Y","Y","N","Y","N","40.71455","-73.96777","POINT (-73.96777 40.71455)"
"Kings","East New York Farmers' Market","620 Schenck Ave","620 Schenk Ave","Brooklyn","NY","11207","Elli Sol Strich","6467389926","http://ucceny.org/enyf","Sat 9am-3pm","June 27-November 14","M","Y","Y","N","Y","Y","40.66526","-73.88661","POINT (-73.88661 40.66526)"
"Kings","Fort Greene Greenmarket","Washington Park & Dekalb","209 Washington Park","Brooklyn","NY","11205","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket/brooklyn/fort-greene","Sat 8am-3pm","Year-round","YR","Y","Y","N","Y","N","40.68975","-73.97299","POINT (-73.97299 40.68975)"
"Kings","Grand Army Plaza Greenmarket","Prospect Park West & Flatbush Ave","1 Prospect Park","Brooklyn","NY","11238","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket/brooklyn-grand-army-plaza","Sat 8am-4pm","Year-round","YR","Y","Y","N","Y","N","40.66062","-73.97943","POINT (-73.97943 40.66062)"
"Kings","Harvest Home Brower Park Farmers' Market","Prospect Place & Brooklyn Ave","Prospect Place and Brooklyn Ave.","Brooklyn","NY","11213","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Thu 8am-3pm","May 14-November 19","P/M","Y","Y","N","Y","N","40.674","-73.94454","POINT (-73.94454 40.674)"
"Kings","Harvest Home Coney Island Farmers' Market","2567 Ocean Pkwy btwn Shore Pkwy & Ave Z","Ocean Pkwy and Avenue Z","Brooklyn","NY","11235","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Fri 8am-3pm","May 15-November 20","P/M","Y","Y","N","Y","N","40.58669","-73.96578","POINT (-73.96578 40.58669)"
"Kings","Harvest Home Kings Co. Hospital Farmers' Market","Clarkson Ave btwn E 37th & E 39th Sts","492 Clarkson Ave","Brooklyn","NY","11203","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Wed 8am-3pm","May 13-November 25","P/M","Y","Y","N","Y","N","40.65588","-73.94245","POINT (-73.94245 40.65588)"
"Kings","Isabahlia Farm Stand","514 Rockaway Ave","514 Rockaway Avenue","Brooklyn","NY","11212","Brenda Thompson-Duchene","7184983174","http://www.isabahlialoefinc.org","Fri/Sat 9am-3pm","July 3-October 31","M","Y","N","N","Y","N","40.66751","-73.91021","POINT (-73.91021 40.66751)"
"Kings","McCarren Park Greenmarket","N 12th St & Union Ave","228 North 12th Street","Brooklyn","NY","11222","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket/brooklyn/greenpoint-sa","Sat 8am-3pm","Year-round","YR","Y","Y","N","Y","N","40.71945","-73.95312","POINT (-73.95312 40.71945)"
"Kings","McGolrick Park Farmers' Market","130 Russell St (Center Pavillion)","130 Russell Street","Brooklyn","NY","11222","Michael Steigman","9149234837","http://www.downtoearthmarkets.com","Sun 9am-2pm","April 5-December 20","P/M/X","Y","N","N","Y","N","40.72483","-73.94432","POINT (-73.94432 40.72483)"
"Kings","Opp Hub Farm Stand","1390 Pennsylvania Ave","1390 Pennsylvania Avenue","Brooklyn","NY","11239","Jesse Miller","9295609965",,"Thu 2pm-5pm","June 4-November 12","M","Y","N","N","Y","N","40.6471","-73.88423","POINT (-73.88423 40.6471)"
"Kings","Park Slope Farmers' Market","298 4th St at 5th Ave","298 4th Street","Brooklyn","NY","11215","Michael Steigman","9149234837","http://www.downtoearthmarkets.com","Sun 9am-2pm","April 5-December 20","P/M/X","Y","N","N","Y","N","40.6722","-73.98379","POINT (-73.98379 40.6722)"
"Kings","PS 178 Farm Stand","2163 Dean St","2163 Dean Street","Brooklyn","NY","11233","Pamela Harris","9175922719",,"Wed 12pm-3pm","Year-round","YR","N","N","N","Y","N","40.67514","-73.91535","POINT (-73.91535 40.67514)"
"Kings","Red Hook Farm Stand","560 Columbia St, Near the BASIS Independent School","560 Columbia St","Brooklyn","NY","11231","Saara Nafici","7188586782","http://www.added-value.org/farmers-market","Sat 10am-2pm","June 6-November 14","M","Y","N","N","Y","N","40.67237","-74.00884","POINT (-74.00884 40.67237)"
"Kings","Riseboro Hope Ball Field Farmers' Market","Knickerbocker Ave btwn Menahan & Grove Sts","Knickerbocker Ave","Bushwick","NY","10301","Tristan Rodriguez","9395990073","http://www.riseboro.org","Wed 9am-3pm","June 10-November 18","M","Y","Y","N","Y","N","40.70117","-73.92252","POINT (-73.92252 40.70117)"
"Kings","Riseboro Irving Square Farmers' Market","Knickerbocker Ave & Weirfield St","Knickerbocker Ave between Wierfield and Halsey Streets","Brooklyn","NY","10302","Tristan Rodriguez","9395990073",,"Sun 9am-3pm","May 24-November 22","M","Y","N","N","Y","N","40.69325","-73.90859","POINT (-73.90859 40.69325)"
"Kings","Riseboro Maria Hernandez Pk Farmers' Market","Knickerbocker Ave at Starr & Suydam","Knickerbocker Avenue","Brooklyn","NY","11206","Tristan Rodriguez","9395990073","http://www.riseboro.org","Sat 8am-3pm","May 23-November 21","P/M","Y","N","N","Y","N","40.70257","-73.92497","POINT (-73.92497 40.70257)"
"Kings","Saratoga Farm Stand","1965 Fulton St Brooklyn","1965 Fulton Street","Brooklyn","NY","11233","Jenae Russell","7187733551","http://tcahnyc.org","Sat 10am-2pm","July 11-November 21","M","Y","Y","N","Y","N","40.67849","-73.9162","POINT (-73.9162 40.67849)"
"Kings","Seeds in the Middle Brownsville PS 184 Farm Stand","273 Newport Rd","273 Newport Rd","Brooklyn","NY","11212","Nancie Katz","8627013858","http://seedsinthemiddle.org","Fri 2:30pm-4:30pm","March 25-November 30","W/P/M","Y","N","N","Y","N","40.65959","-73.90698","POINT (-73.90698 40.65959)"
"Kings","Seeds in the Middle Crown Heights Farm Stand","318 Rodgers Avenue Brooklyn","318 Rodgers Avenue","Brooklyn","NY","11233","Nancie Katz","8627013858","http://seedsinthemiddle.org","Sat 2:30pm-4:30pm","Year-round","YR","Y","N","N","Y","N","40.66569","-73.95382","POINT (-73.95382 40.66569)"
"Kings","Seeds in the Middle Flatbush Farm Stand","525 Lenox Ave","1401 Flatbush Ave","Brooklyn","NY","11210","Nancie Katz","8627013858","http://seedsinthemiddle.org","Thu 2:30pm-5:30pm","April 20-December 30","P/M","Y","N","N","Y","N","40.6367","-73.95151","POINT (-73.95151 40.6367)"
"Kings","Seeds in the Middle PS 241 Farm Stand","976 President St Brooklyn","976 President Street","Brooklyn","NY","11225","Nancie Katz","8627013858",,"Fri 2:30pm-5:30pm","April 1-November 25","P/M","Y","N","N","Y","N","40.6691","-73.96052","POINT (-73.96052 40.6691)"
"Kings","Seeds in the Middle Sunset Park Farm Stand","309 47th St Brooklyn","309 47th Street","Brooklyn","NY","11220","Nancie Katz","8627013858","http://www.seedsinthemiddle.org","Wed 2:30pm-4:30pm","May 1-December 31","P/M","Y","N","N","Y","N","40.6491","-74.01183","POINT (-74.01183 40.6491)"
"Kings","Urban Oasis Farm Stand","Kingsboro Psychiatric Center, 681 Clarkson Ave","681 Clarkson Ave","Brooklyn","NY","11203","Roman Duvin","7182217086",,"Wed 12:30pm-4pm","June 18-November 5","M","Y","N","N","Y","N","40.65621","-73.93741","POINT (-73.93741 40.65621)"
"Lewis","Colwell's Farm Market and Garden Center","6007 State Rte 12 Glenfield","6007 State Route 12","Glenfield","NY","13343","Michael Colwell","3153767402","http://www.colwellsfarmmarket.com","Mon-Sat 8am-6pm, Sun 9am-5pm","April 1-November 25","P/M","Y","N","N","Y","N","43.71844","-75.41148","POINT (-75.41148 43.71844)"
"Lewis","Lowville Farm & Craft Farmers' Market","Lewis Co Fairgrounds 5485 Bostwick St","5485 Bostwick Street","Lowville","NY","13367","Yvonne Bamann","6072374254",,"Sat 8am-2pm","June 6-September 26","M","Y","N","N","Y","N","43.79484","-75.48769","POINT (-75.48769 43.79484)"
"Lewis","Lyons Falls ALIVE Farmers' Market","Riverside Park 6904 Laura St","6904 Laura St","Lyons Falls","NY","13368","Catherine Liendecker","3153488744","http://www.lewisfirst.com/lyonsfallsalive","Tue 11am-4pm","June 9-September 29","M","Y","Y","N","Y","N","43.61458","-75.3562","POINT (-75.3562 43.61458)"
"Lewis","Mast Family Produce Farm Stand","4090 Nefsey Rd Lowville","4090 Nefsey Road","Lowville","NY","13367","Eli Mast","3154152567",,"Thu 11am-2pm","July 2-October 8","M","Y","N","N","Y","N","43.80488","-75.56254","POINT (-75.56254 43.80488)"
"Lewis","Widrick's Farm Stand","6318 E Main St Turin","6318 East Main Street","Turin","NY","13473","Clifford Widrick","3153486058",,"Daily 7am-7pm","June 15-October 1","M","Y","N","N","Y","N","43.628","-75.40925","POINT (-75.40925 43.628)"
"Livingston","Lima Presbyterian Church Farmers' Market","7295 W Main St Corner of Route 15A","7295 W. Main St.","Lima","NY","14485","Carolyn Fleming","5855008551","http://limapreschurch.org","Tue 3pm-6pm","June 23-October 20","M","Y","N","N","Y","N","42.90496","-77.61175","POINT (-77.61175 42.90496)"
"Madison","Cazenovia Farmers Market","Memorial Park 36-38 Albany St","36-38 Albany Street Memorial Park","Cazenovia","NY","13035","Elizabeth Blackburn","3156627565","http://www.cazenoviachamber.com","Sat 9am-2pm","May 2-October 24","P/M","Y","N","N","Y","N","42.92943","-75.85504","POINT (-75.85504 42.92943)"
"Madison","Chittenango Tue in the Park Farmers' Market","Dr West Memorial Park 222 Genesee St","222 Genesee St.","Chittenango","NY","13037","Brian Kirsch","3156972950",,"Tue 4pm-8pm","June 9-September 8","M","Y","Y","Y","Y","N","43.04499","-75.86571","POINT (-75.86571 43.04499)"
"Madison","Dizzy Lizzie's Farm Farm Stand","3823 Sanderson Rd Erieville","3823 Sanderson Rd","Erieville","NY","13061","Elizabeth Blackburn","3156627565","http://www.dizzylizziesfarm.com","Tue 9am-12pm","June 2-October 5","M","Y","N","N","Y","N","42.83934","-75.74399","POINT (-75.74399 42.83934)"
"Madison","Hamilton Farmers Market","Village Green 3 Broad St","3 Broad St","Hamilton","NY","13346","McKenzie Bolan","3158241111","http://www.hamilton-ny.gov","Sat 8am-1pm","May 2-October 24","P/M","Y","Y","Y","Y","N","42.82684","-75.54436","POINT (-75.54436 42.82684)"
